AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,00-0000,All Occupations,total,"154,187,380",0.0,,,,,32.66,"67,920",0.1,14.42,17.66,23.80,37.89,60.44,"29,990","36,730","49,500","78,810","125,720",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-0000,Management Occupations,major,"10,966,830",0.2,,,,,68.15,"141,760",0.2,27.41,38.42,58.70,82.50,#,"57,010","79,900","122,090","171,610",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1000,Top Executives,minor,"3,822,780",0.3,,,,,67.24,"139,860",0.4,22.84,33.08,50.48,81.01,#,"47,510","68,800","104,990","168,490",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1010,Chief Executives,broad,"211,850",1.2,,,,,126.41,"262,930",0.9,35.44,60.61,99.24,#,#,"73,710","126,080","206,420",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1011,Chief Executives,detailed,"211,850",1.2,,,,,126.41,"262,930",0.9,35.44,60.61,99.24,#,#,"73,710","126,080","206,420",#,#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1020,General and Operations Managers,broad,"3,584,420",0.4,,,,,64.00,"133,120",0.4,22.80,32.29,49.50,78.91,#,"47,420","67,160","102,950","164,130",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1021,General and Operations Managers,detailed,"3,584,420",0.4,,,,,64.00,"133,120",0.4,22.80,32.29,49.50,78.91,#,"47,420","67,160","102,950","164,130",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1030,Legislators,broad,"26,510",3.9,,,,,*,"67,390",1.6,*,*,*,*,*,"20,380","29,120","44,810","80,350","137,820",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-1031,Legislators,detailed,"26,510",3.9,,,,,*,"67,390",1.6,*,*,*,*,*,"20,380","29,120","44,810","80,350","137,820",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2000,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",minor,"1,122,770",0.5,,,,,78.72,"163,740",0.3,35.25,48.43,69.48,98.52,#,"73,320","100,740","144,530","204,920",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2010,Advertising and Promotions Managers,broad,"21,100",4.6,,,,,71.76,"149,270",2.3,30.29,41.34,61.04,85.85,#,"63,000","85,990","126,960","178,570",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2011,Advertising and Promotions Managers,detailed,"21,100",4.6,,,,,71.76,"149,270",2.3,30.29,41.34,61.04,85.85,#,"63,000","85,990","126,960","178,570",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2020,Marketing and Sales Managers,broad,"988,680",0.6,,,,,79.35,"165,050",0.3,35.13,48.65,71.57,99.24,#,"73,080","101,200","148,870","206,410",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2021,Marketing Managers,detailed,"384,980",0.8,,,,,82.46,"171,520",0.6,39.38,53.47,77.42,101.48,#,"81,900","111,210","161,030","211,080",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2022,Sales Managers,detailed,"603,710",0.8,,,,,77.37,"160,930",0.5,32.17,46.11,66.38,96.87,#,"66,910","95,910","138,060","201,490",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2030,Public Relations and Fundraising Managers,broad,"112,980",1.1,,,,,74.49,"154,950",0.8,36.96,47.69,63.88,87.54,#,"76,870","99,190","132,870","182,080",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2032,Public Relations Managers,detailed,"76,060",1.3,,,,,78.61,"163,520",1.1,37.92,49.19,66.60,95.19,#,"78,880","102,300","138,520","198,000",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-2033,Fundraising Managers,detailed,"36,920",1.6,,,,,66.01,"137,290",0.8,35.43,44.66,59.36,80.01,104.16,"73,700","92,880","123,480","166,420","216,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3000,Operations Specialties Managers,minor,"2,669,000",0.3,,,,,77.21,"160,590",0.2,37.79,49.54,67.46,93.98,#,"78,600","103,030","140,330","195,490",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3010,Administrative Services and Facilities Managers,broad,"395,230",0.5,,,,,58.62,"121,920",0.3,30.74,39.59,51.39,68.10,90.51,"63,940","82,360","106,880","141,650","188,260",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3012,Administrative Services Managers,detailed,"254,140",0.7,,,,,60.59,"126,030",0.4,31.13,40.22,52.11,70.74,96.16,"64,740","83,660","108,390","147,150","200,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3013,Facilities Managers,detailed,"141,090",0.7,,,,,55.06,"114,520",0.4,30.07,38.54,50.33,65.22,83.21,"62,550","80,150","104,690","135,650","173,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3020,Computer and Information Systems Managers,broad,"645,970",0.6,,,,,90.38,"187,990",0.3,50.22,64.59,82.31,103.95,#,"104,450","134,350","171,200","216,220",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3021,Computer and Information Systems Managers,detailed,"645,970",0.6,,,,,90.38,"187,990",0.3,50.22,64.59,82.31,103.95,#,"104,450","134,350","171,200","216,220",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3030,Financial Managers,broad,"818,620",0.7,,,,,86.76,"180,470",0.3,41.58,56.91,77.74,102.98,#,"86,490","118,360","161,700","214,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3031,Financial Managers,detailed,"818,620",0.7,,,,,86.76,"180,470",0.3,41.58,56.91,77.74,102.98,#,"86,490","118,360","161,700","214,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3050,Industrial Production Managers,broad,"234,380",0.6,,,,,62.11,"129,180",0.3,36.01,45.49,58.39,75.16,94.86,"74,900","94,620","121,440","156,330","197,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3051,Industrial Production Managers,detailed,"234,380",0.6,,,,,62.11,"129,180",0.3,36.01,45.49,58.39,75.16,94.86,"74,900","94,620","121,440","156,330","197,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3060,Purchasing Managers,broad,"81,240",0.8,,,,,72.42,"150,630",0.3,41.10,51.65,67.07,84.36,105.35,"85,500","107,430","139,510","175,460","219,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3061,Purchasing Managers,detailed,"81,240",0.8,,,,,72.42,"150,630",0.3,41.10,51.65,67.07,84.36,105.35,"85,500","107,430","139,510","175,460","219,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3070,"Transportation, Storage, and Distribution Managers",broad,"213,000",0.8,,,,,55.77,"116,010",0.6,29.42,37.67,49.05,65.41,86.82,"61,200","78,360","102,010","136,050","180,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3071,"Transportation, Storage, and Distribution Managers",detailed,"213,000",0.8,,,,,55.77,"116,010",0.6,29.42,37.67,49.05,65.41,86.82,"61,200","78,360","102,010","136,050","180,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3110,Compensation and Benefits Managers,broad,"20,070",2.1,,,,,75.11,"156,230",1.1,39.26,50.58,67.48,91.78,#,"81,660","105,210","140,360","190,890",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3111,Compensation and Benefits Managers,detailed,"20,070",2.1,,,,,75.11,"156,230",1.1,39.26,50.58,67.48,91.78,#,"81,660","105,210","140,360","190,890",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3120,Human Resources Managers,broad,"215,520",0.6,,,,,77.15,"160,480",0.4,40.28,50.76,67.32,91.33,#,"83,790","105,590","140,030","189,960",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3121,Human Resources Managers,detailed,"215,520",0.6,,,,,77.15,"160,480",0.4,40.28,50.76,67.32,91.33,#,"83,790","105,590","140,030","189,960",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3130,Training and Development Managers,broad,"44,960",1.7,,,,,67.59,"140,590",0.6,36.45,46.21,61.10,81.40,105.76,"75,810","96,110","127,090","169,310","219,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-3131,Training and Development Managers,detailed,"44,960",1.7,,,,,67.59,"140,590",0.6,36.45,46.21,61.10,81.40,105.76,"75,810","96,110","127,090","169,310","219,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9000,Other Management Occupations,minor,"3,352,280",0.3,,,,,58.44,"121,560",0.4,26.17,36.36,50.01,74.08,98.97,"54,440","75,640","104,030","154,090","205,860",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9010,"Farmers, Ranchers, and Other Agricultural Managers",broad,"5,910",4.2,,,,,46.75,"97,240",1.8,24.85,32.68,42.30,55.38,75.26,"51,700","67,970","87,980","115,200","156,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9013,"Farmers, Ranchers, and Other Agricultural Managers",detailed,"5,910",4.2,,,,,46.75,"97,240",1.8,24.85,32.68,42.30,55.38,75.26,"51,700","67,970","87,980","115,200","156,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9020,Construction Managers,broad,"348,330",1.0,,,,,57.53,"119,660",0.4,31.33,40.14,51.43,66.99,85.09,"65,160","83,480","106,980","139,330","176,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9021,Construction Managers,detailed,"348,330",1.0,,,,,57.53,"119,660",0.4,31.33,40.14,51.43,66.99,85.09,"65,160","83,480","106,980","139,330","176,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9030,Education and Childcare Administrators,broad,"621,000",0.4,,,,,52.63,"109,470",0.3,26.86,37.07,48.39,63.07,80.99,"55,880","77,100","100,650","131,190","168,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,"71,620",1.8,,,,,30.12,"62,640",1.0,17.82,21.78,27.05,34.95,46.35,"37,060","45,310","56,270","72,690","96,400",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,"319,630",0.7,,,,,*,"113,360",0.4,*,*,*,*,*,"72,400","83,840","104,070","132,550","165,820",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9033,"Education Administrators, Postsecondary",detailed,"176,420",0.3,,,,,59.83,"124,450",0.3,30.68,38.41,49.98,67.76,102.12,"63,820","79,880","103,960","140,940","212,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9039,"Education Administrators, All Other",detailed,"53,330",1.9,,,,,47.82,"99,460",0.9,23.80,31.34,42.81,58.52,75.98,"49,490","65,180","89,040","121,720","158,050",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9040,Architectural and Engineering Managers,broad,"210,340",0.8,,,,,84.48,"175,710",0.5,53.58,64.87,80.64,99.62,#,"111,450","134,930","167,740","207,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9041,Architectural and Engineering Managers,detailed,"210,340",0.8,,,,,84.48,"175,710",0.5,53.58,64.87,80.64,99.62,#,"111,450","134,930","167,740","207,210",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9050,Food Service Managers,broad,"244,230",1.6,,,,,34.79,"72,370",0.7,20.37,25.52,31.40,39.57,50.68,"42,380","53,090","65,310","82,300","105,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9051,Food Service Managers,detailed,"244,230",1.6,,,,,34.79,"72,370",0.7,20.37,25.52,31.40,39.57,50.68,"42,380","53,090","65,310","82,300","105,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9070,Entertainment and Recreation Managers,broad,"41,320",1.7,,,,,42.68,"88,780",0.8,22.15,28.58,37.33,49.47,66.32,"46,080","59,450","77,650","102,890","137,940",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9071,Gambling Managers,detailed,"4,620",2.2,,,,,49.27,"102,480",1.6,24.84,33.74,41.14,57.93,79.43,"51,670","70,190","85,580","120,490","165,220",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9072,"Entertainment and Recreation Managers, Except Gambling",detailed,"36,700",2.0,,,,,41.86,"87,060",0.9,21.79,28.07,37.11,48.92,64.75,"45,320","58,380","77,180","101,750","134,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9080,Lodging Managers,broad,"41,350",2.7,,,,,37.24,"77,460",1.2,18.99,24.06,32.76,43.59,61.05,"39,490","50,040","68,130","90,670","126,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9081,Lodging Managers,detailed,"41,350",2.7,,,,,37.24,"77,460",1.2,18.99,24.06,32.76,43.59,61.05,"39,490","50,040","68,130","90,670","126,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9110,Medical and Health Services Managers,broad,"565,840",0.5,,,,,66.22,"137,730",0.4,33.50,42.58,56.71,78.09,105.33,"69,680","88,560","117,960","162,420","219,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9111,Medical and Health Services Managers,detailed,"565,840",0.5,,,,,66.22,"137,730",0.4,33.50,42.58,56.71,78.09,105.33,"69,680","88,560","117,960","162,420","219,080",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9120,Natural Sciences Managers,broad,"100,870",1.6,,,,,83.41,"173,500",0.9,38.38,54.86,77.49,103.28,#,"79,830","114,110","161,180","214,820",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9121,Natural Sciences Managers,detailed,"100,870",1.6,,,,,83.41,"173,500",0.9,38.38,54.86,77.49,103.28,#,"79,830","114,110","161,180","214,820",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9130,Postmasters and Mail Superintendents,broad,"13,810",0.0,,,,,45.08,"93,760",0.0,39.15,41.90,44.58,47.88,52.47,"81,430","87,150","92,730","99,590","109,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9131,Postmasters and Mail Superintendents,detailed,"13,810",0.0,,,,,45.08,"93,760",0.0,39.15,41.90,44.58,47.88,52.47,"81,430","87,150","92,730","99,590","109,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9140,"Property, Real Estate, and Community Association Managers",broad,"296,640",1.8,,,,,39.77,"82,720",3.4,18.92,23.81,32.07,46.04,67.81,"39,360","49,530","66,700","95,760","141,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9141,"Property, Real Estate, and Community Association Managers",detailed,"296,640",1.8,,,,,39.77,"82,720",3.4,18.92,23.81,32.07,46.04,67.81,"39,360","49,530","66,700","95,760","141,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9150,Social and Community Service Managers,broad,"195,490",1.1,,,,,41.39,"86,100",1.0,24.05,30.01,37.61,48.36,62.41,"50,020","62,420","78,240","100,600","129,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9151,Social and Community Service Managers,detailed,"195,490",1.1,,,,,41.39,"86,100",1.0,24.05,30.01,37.61,48.36,62.41,"50,020","62,420","78,240","100,600","129,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9160,Emergency Management Directors,broad,"12,570",1.3,,,,,46.97,"97,700",0.7,24.64,30.99,41.41,57.54,77.12,"51,260","64,470","86,130","119,690","160,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9161,Emergency Management Directors,detailed,"12,570",1.3,,,,,46.97,"97,700",0.7,24.64,30.99,41.41,57.54,77.12,"51,260","64,470","86,130","119,690","160,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9170,Personal Service Managers,broad,"23,610",2.8,,,,,37.97,"78,970",1.0,19.55,25.04,33.92,45.88,60.07,"40,670","52,070","70,560","95,420","124,950",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9171,Funeral Home Managers,detailed,"13,120",1.9,,,,,41.18,"85,650",1.1,22.03,28.74,36.94,47.75,63.69,"45,820","59,780","76,830","99,330","132,470",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9179,"Personal Service Managers, All Other",detailed,"10,490",5.5,,,,,33.95,"70,620",1.7,17.73,22.92,29.49,39.85,53.43,"36,880","47,670","61,340","82,890","111,130",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9190,Miscellaneous Managers,broad,"630,980",0.5,,,,,72.06,"149,890",0.4,33.11,48.08,65.65,86.15,109.42,"68,860","100,010","136,550","179,190","227,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,11-9199,"Managers, All Other",detailed,"630,980",0.5,,,,,72.06,"149,890",0.4,33.11,48.08,65.65,86.15,109.42,"68,860","100,010","136,550","179,190","227,590",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-0000,Business and Financial Operations Occupations,major,"10,351,440",0.2,,,,,45.04,"93,680",0.4,22.75,29.53,38.90,52.58,72.13,"47,310","61,430","80,920","109,370","150,040",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1000,Business Operations Specialists,minor,"7,318,320",0.3,,,,,43.76,"91,020",0.5,22.45,29.18,38.66,52.05,68.82,"46,690","60,690","80,410","108,270","143,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1010,"Agents and Business Managers of Artists, Performers, and Athletes",broad,"14,220",6.7,,,,,79.62,"165,600",10.2,23.33,30.34,46.30,81.18,#,"48,530","63,100","96,310","168,850",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",detailed,"14,220",6.7,,,,,79.62,"165,600",10.2,23.33,30.34,46.30,81.18,#,"48,530","63,100","96,310","168,850",#,,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,broad,"486,900",0.6,,,,,39.29,"81,720",0.4,22.34,28.21,36.37,47.69,61.31,"46,460","58,670","75,650","99,190","127,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1020,Buyers and Purchasing Agents,detailed,"486,900",0.6,,,,,39.29,"81,720",0.4,22.34,28.21,36.37,47.69,61.31,"46,460","58,670","75,650","99,190","127,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1030,"Claims Adjusters, Appraisers, Examiners, and Investigators",broad,"312,810",1.2,,,,,37.85,"78,720",0.4,23.01,28.95,36.92,46.09,53.54,"47,860","60,220","76,790","95,860","111,360",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,"305,020",1.2,,,,,37.87,"78,770",0.4,22.99,28.89,36.92,46.15,53.92,"47,810","60,100","76,790","95,990","112,150",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1032,"Insurance Appraisers, Auto Damage",detailed,"7,790",7.5,,,,,37.04,"77,050",1.8,27.26,30.90,36.85,41.55,48.94,"56,690","64,280","76,650","86,430","101,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1040,Compliance Officers,broad,"397,770",0.7,,,,,40.86,"84,980",0.3,22.22,28.43,37.70,50.39,62.52,"46,230","59,130","78,420","104,800","130,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1041,Compliance Officers,detailed,"397,770",0.7,,,,,40.86,"84,980",0.3,22.22,28.43,37.70,50.39,62.52,"46,230","59,130","78,420","104,800","130,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1050,Cost Estimators,broad,"219,530",1.1,,,,,39.98,"83,160",0.6,22.27,28.77,37.05,47.90,61.85,"46,330","59,830","77,070","99,630","128,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1051,Cost Estimators,detailed,"219,530",1.1,,,,,39.98,"83,160",0.6,22.27,28.77,37.05,47.90,61.85,"46,330","59,830","77,070","99,630","128,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1070,Human Resources Workers,broad,"982,460",0.5,,,,,38.88,"80,860",0.3,21.91,27.18,35.68,47.34,61.62,"45,560","56,540","74,220","98,470","128,180",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1071,Human Resources Specialists,detailed,"917,460",0.6,,,,,38.33,"79,730",0.3,21.85,26.86,35.05,46.77,60.84,"45,440","55,870","72,910","97,270","126,540",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1074,Farm Labor Contractors,detailed,410,28.3,,,,,24.96,"51,910",8.7,14.33,15.80,23.41,28.00,41.76,"29,800","32,860","48,690","58,250","86,860",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1075,Labor Relations Specialists,detailed,"64,590",1.5,,,,,46.70,"97,130",1.0,23.98,32.54,44.95,59.18,73.77,"49,880","67,670","93,500","123,090","153,440",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1080,Logisticians and Project Management Specialists,broad,"1,241,800",0.4,,,,,50.10,"104,210",0.4,27.66,35.70,47.15,62.07,78.21,"57,540","74,260","98,070","129,100","162,670",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1081,Logisticians,detailed,"235,640",1.0,,,,,42.12,"87,600",0.4,23.68,30.25,38.89,50.16,63.51,"49,260","62,920","80,880","104,330","132,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1082,Project Management Specialists,detailed,"1,006,160",0.5,,,,,51.97,"108,100",0.4,28.77,36.99,48.44,63.30,79.71,"59,830","76,950","100,750","131,660","165,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1110,Management Analysts,broad,"893,900",1.2,,,,,55.15,"114,710",3.3,28.71,36.91,48.65,64.01,83.72,"59,720","76,770","101,190","133,140","174,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1111,Management Analysts,detailed,"893,900",1.2,,,,,55.15,"114,710",3.3,28.71,36.91,48.65,64.01,83.72,"59,720","76,770","101,190","133,140","174,140",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1120,"Meeting, Convention, and Event Planners",broad,"134,670",1.6,,,,,31.29,"65,090",1.1,17.30,21.93,28.58,37.09,48.71,"35,990","45,610","59,440","77,150","101,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1121,"Meeting, Convention, and Event Planners",detailed,"134,670",1.6,,,,,31.29,"65,090",1.1,17.30,21.93,28.58,37.09,48.71,"35,990","45,610","59,440","77,150","101,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1130,Fundraisers,broad,"105,930",2.0,,,,,35.16,"73,130",0.7,20.77,25.28,31.97,41.00,51.42,"43,200","52,590","66,490","85,280","106,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1131,Fundraisers,detailed,"105,930",2.0,,,,,35.16,"73,130",0.7,20.77,25.28,31.97,41.00,51.42,"43,200","52,590","66,490","85,280","106,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1140,"Compensation, Benefits, and Job Analysis Specialists",broad,"102,370",2.7,,,,,39.86,"82,920",0.7,23.22,28.70,37.03,47.70,61.94,"48,300","59,700","77,020","99,210","128,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,"102,370",2.7,,,,,39.86,"82,920",0.7,23.22,28.70,37.03,47.70,61.94,"48,300","59,700","77,020","99,210","128,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1150,Training and Development Specialists,broad,"436,610",0.8,,,,,35.46,"73,760",0.5,18.03,23.51,31.66,44.02,57.78,"37,510","48,900","65,850","91,550","120,190",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1151,Training and Development Specialists,detailed,"436,610",0.8,,,,,35.46,"73,760",0.5,18.03,23.51,31.66,44.02,57.78,"37,510","48,900","65,850","91,550","120,190",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1160,Market Research Analysts and Marketing Specialists,broad,"861,140",0.7,,,,,41.58,"86,480",0.4,20.23,27.03,37.00,50.42,69.52,"42,070","56,220","76,950","104,870","144,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,detailed,"861,140",0.7,,,,,41.58,"86,480",0.4,20.23,27.03,37.00,50.42,69.52,"42,070","56,220","76,950","104,870","144,610",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1190,Miscellaneous Business Operations Specialists,broad,"1,128,200",0.6,,,,,44.41,"92,380",0.4,22.23,29.24,39.07,52.90,71.07,"46,230","60,820","81,270","110,030","147,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-1199,"Business Operations Specialists, All Other",detailed,"1,128,200",0.6,,,,,44.41,"92,380",0.4,22.23,29.24,39.07,52.90,71.07,"46,230","60,820","81,270","110,030","147,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2000,Financial Specialists,minor,"3,033,120",0.4,,,,,48.12,"100,090",0.5,23.54,30.31,39.49,54.92,78.02,"48,960","63,030","82,140","114,220","162,290",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2010,Accountants and Auditors,broad,"1,448,290",0.7,,,,,44.96,"93,520",0.3,25.38,31.09,39.27,51.18,67.99,"52,780","64,660","81,680","106,450","141,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2011,Accountants and Auditors,detailed,"1,448,290",0.7,,,,,44.96,"93,520",0.3,25.38,31.09,39.27,51.18,67.99,"52,780","64,660","81,680","106,450","141,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,broad,"59,070",2.7,,,,,37.10,"77,160",2.5,18.50,23.71,31.45,43.66,59.02,"38,480","49,310","65,420","90,810","122,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2020,Property Appraisers and Assessors,detailed,"59,070",2.7,,,,,37.10,"77,160",2.5,18.50,23.71,31.45,43.66,59.02,"38,480","49,310","65,420","90,810","122,760",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2030,Budget Analysts,broad,"47,170",1.1,,,,,45.15,"93,920",0.5,29.09,34.73,42.27,53.07,64.73,"60,510","72,240","87,930","110,380","134,640",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,13-2031,Budget Analysts,detailed,"47,170",1.1,,,,,45.15,"93,920",0.5,29.09,34.73,42.27,53.07,64.73,"60,510","72,240","87,930","110,380","134,640",,
