AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1081,"Education Teachers, Postsecondary",detailed,"59,090",0.8,,,,,*,"78,500",0.6,*,*,*,*,*,"38,650","50,630","72,090","96,260","126,450",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1082,"Library Science Teachers, Postsecondary",detailed,"4,100",1.2,,,,,*,"84,320",0.6,*,*,*,*,*,"53,590","62,130","78,630","97,020","126,200",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1110,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",broad,"49,710",1.0,,,,,*,"109,320",0.7,*,*,*,*,*,"47,790","63,010","87,870","131,060","204,930",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,"13,560",1.2,,,,,*,"84,820",0.9,*,*,*,*,*,"45,640","56,100","71,470","99,730","143,130",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1112,"Law Teachers, Postsecondary",detailed,"22,800",1.9,,,,,*,"139,950",0.7,*,*,*,*,*,"58,330","84,540","126,650","173,580",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1113,"Social Work Teachers, Postsecondary",detailed,"13,350",1.5,,,,,*,"81,880",0.9,*,*,*,*,*,"45,370","57,080","76,210","98,570","129,280",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary",broad,"248,620",0.4,,,,,*,"94,900",0.5,*,*,*,*,*,"47,260","60,520","79,060","105,820","165,110",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,"97,890",0.8,,,,,*,"102,240",0.7,*,*,*,*,*,"47,040","60,730","80,190","121,600","194,530",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1122,"Communications Teachers, Postsecondary",detailed,"29,260",0.5,,,,,*,"90,340",0.6,*,*,*,*,*,"47,100","60,060","77,800","103,230","160,210",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,"59,590",0.4,,,,,*,"90,400",0.5,*,*,*,*,*,"47,540","59,780","78,270","103,730","154,800",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,"21,170",0.6,,,,,*,"87,670",0.6,*,*,*,*,*,"47,090","59,790","77,010","101,680","134,960",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1125,"History Teachers, Postsecondary",detailed,"19,860",0.4,,,,,*,"93,710",0.7,*,*,*,*,*,"47,730","62,370","81,500","106,770","158,140",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,"20,840",2.0,,,,,*,"88,210",0.8,*,*,*,*,*,"47,550","60,980","78,050","101,680","134,910",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1190,Miscellaneous Postsecondary Teachers,broad,"278,000",0.7,,,,,*,"83,780",0.6,*,*,*,*,*,"39,260","50,180","68,800","100,740","150,860",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,"2,630",1.7,,,,,*,"84,450",0.7,*,*,*,*,*,"47,580","56,870","77,280","99,530","133,180",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,"12,680",1.1,,,,,*,"87,980",0.5,*,*,*,*,*,"44,150","57,290","75,890","101,420","158,240",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,"111,150",1.6,,,,,33.03,"68,710",0.7,18.59,23.09,29.56,38.50,51.24,"38,680","48,030","61,490","80,070","106,580",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-1199,"Postsecondary Teachers, All Other",detailed,"151,530",0.8,,,,,*,"94,470",0.6,*,*,*,*,*,"39,720","55,500","78,490","122,510","172,850",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",minor,"4,321,590",0.3,,,,,*,"68,130",0.5,*,*,*,*,*,"39,620","49,540","61,960","79,020","101,290",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2010,Preschool and Kindergarten Teachers,broad,"559,490",1.1,,,,,22.44,"46,680",0.7,13.85,16.56,19.27,26.82,35.28,"28,810","34,440","40,090","55,780","73,380",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2011,"Preschool Teachers, Except Special Education",detailed,"445,080",1.4,,,,,19.93,"41,450",0.7,13.61,15.03,17.85,22.38,28.88,"28,300","31,250","37,120","46,550","60,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2012,"Kindergarten Teachers, Except Special Education",detailed,"114,410",1.4,,,,,*,"67,020",0.7,*,*,*,*,*,"45,750","50,290","61,430","77,720","99,360",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2020,Elementary and Middle School Teachers,broad,"2,027,880",0.5,,,,,*,"69,860",0.6,*,*,*,*,*,"46,620","51,140","62,500","79,400","101,670",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2021,"Elementary School Teachers, Except Special Education",detailed,"1,393,310",0.8,,,,,*,"69,790",0.6,*,*,*,*,*,"46,440","50,680","62,340","79,410","102,010",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,"620,370",1.5,,,,,*,"70,040",0.8,*,*,*,*,*,"47,050","53,540","62,970","79,380","100,980",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2023,"Career/Technical Education Teachers, Middle School",detailed,"14,200",3.6,,,,,*,"68,690",1.3,*,*,*,*,*,"47,090","55,920","63,620","78,270","98,430",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2030,Secondary School Teachers,broad,"1,176,990",0.9,,,,,*,"73,420",0.6,*,*,*,*,*,"47,460","57,950","64,530","82,340","103,860",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,"1,072,540",1.0,,,,,*,"73,700",0.6,*,*,*,*,*,"47,330","57,800","64,580","83,010","104,670",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,"104,450",2.0,,,,,*,"70,550",0.8,*,*,*,*,*,"48,840","58,840","63,910","78,650","98,720",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2050,Special Education Teachers,broad,"557,240",0.8,,,,,*,"72,230",0.5,*,*,*,*,*,"47,380","57,270","64,270","81,510","103,290",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2051,"Special Education Teachers, Preschool",detailed,"28,200",6.2,,,,,*,"72,610",2.9,*,*,*,*,*,"38,740","49,370","62,190","81,330","132,530",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,"231,570",1.2,,,,,*,"70,150",0.6,*,*,*,*,*,"47,590","57,050","63,000","79,320","100,620",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2057,"Special Education Teachers, Middle School",detailed,"95,330",2.4,,,,,*,"72,310",1.0,*,*,*,*,*,"48,070","58,590","64,880","81,940","102,730",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2058,"Special Education Teachers, Secondary School",detailed,"162,780",1.5,,,,,*,"74,610",0.7,*,*,*,*,*,"47,930","58,180","69,590","87,140","106,050",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-2059,"Special Education Teachers, All Other",detailed,"39,350",4.4,,,,,*,"74,180",1.5,*,*,*,*,*,"43,220","53,470","67,430","87,890","109,360",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3000,Other Teachers and Instructors,minor,"1,125,750",0.9,,,,,24.65,"51,270",0.7,13.49,16.35,21.26,28.78,38.98,"28,070","34,010","44,220","59,860","81,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",broad,"36,260",2.5,,,,,31.09,"64,660",0.9,19.11,23.05,28.82,36.82,46.04,"39,750","47,950","59,950","76,580","95,750",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,"36,260",2.5,,,,,31.09,"64,660",0.9,19.11,23.05,28.82,36.82,46.04,"39,750","47,950","59,950","76,580","95,750",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3020,Self-Enrichment Teachers,broad,"308,520",1.3,,,,,25.64,"53,330",0.9,13.93,17.02,21.92,29.90,43.64,"28,980","35,410","45,590","62,180","90,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3021,Self-Enrichment Teachers,detailed,"308,520",1.3,,,,,25.64,"53,330",0.9,13.93,17.02,21.92,29.90,43.64,"28,980","35,410","45,590","62,180","90,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3030,"Substitute Teachers, Short-Term",broad,"481,300",1.6,,,,,21.60,"44,930",1.0,12.62,15.05,18.50,24.97,30.51,"26,240","31,310","38,470","51,930","63,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3031,"Substitute Teachers, Short-Term",detailed,"481,300",1.6,,,,,21.60,"44,930",1.0,12.62,15.05,18.50,24.97,30.51,"26,240","31,310","38,470","51,930","63,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3040,Tutors,broad,"174,660",1.8,,,,,22.97,"47,780",1.2,13.67,16.06,19.27,26.62,37.89,"28,430","33,410","40,090","55,380","78,810",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3041,Tutors,detailed,"174,660",1.8,,,,,22.97,"47,780",1.2,13.67,16.06,19.27,26.62,37.89,"28,430","33,410","40,090","55,380","78,810",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3090,Miscellaneous Teachers and Instructors,broad,"125,010",4.1,,,,,*,"71,610",1.9,*,*,*,*,*,"33,280","46,700","64,690","93,180","116,690",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-3099,"Teachers and Instructors, All Other",detailed,"125,010",4.1,,,,,*,"71,610",1.9,*,*,*,*,*,"33,280","46,700","64,690","93,180","116,690",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4000,"Librarians, Curators, and Archivists",minor,"238,010",0.9,,,,,28.95,"60,220",0.5,15.19,19.43,27.45,35.96,46.17,"31,600","40,410","57,100","74,800","96,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4010,"Archivists, Curators, and Museum Technicians",broad,"32,400",1.7,,,,,30.24,"62,900",2.1,16.75,20.67,27.45,36.56,47.35,"34,840","43,000","57,100","76,040","98,490",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4011,Archivists,detailed,"7,050",4.2,,,,,32.51,"67,620",1.2,18.91,23.02,29.60,38.39,50.37,"39,330","47,890","61,570","79,850","104,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4012,Curators,detailed,"12,280",2.2,,,,,33.68,"70,060",4.1,17.84,22.73,29.70,39.11,50.73,"37,110","47,270","61,770","81,350","105,520",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4013,Museum Technicians and Conservators,detailed,"13,070",2.6,,,,,25.78,"53,630",1.0,14.77,18.01,22.82,30.29,39.80,"30,720","37,460","47,460","62,990","82,790",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4020,Librarians and Media Collections Specialists,broad,"131,830",1.0,,,,,33.26,"69,180",0.6,18.71,24.48,30.92,38.77,48.50,"38,920","50,920","64,320","80,640","100,880",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4022,Librarians and Media Collections Specialists,detailed,"131,830",1.0,,,,,33.26,"69,180",0.6,18.71,24.48,30.92,38.77,48.50,"38,920","50,920","64,320","80,640","100,880",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4030,Library Technicians,broad,"73,770",1.7,,,,,20.70,"43,050",0.7,13.41,16.11,19.22,23.91,29.31,"27,890","33,510","39,970","49,740","60,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-4031,Library Technicians,detailed,"73,770",1.7,,,,,20.70,"43,050",0.7,13.41,16.11,19.22,23.91,29.31,"27,890","33,510","39,970","49,740","60,960",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9000,Other Educational Instruction and Library Occupations,minor,"1,866,060",0.4,,,,,*,"42,980",0.5,*,*,*,*,*,"24,960","30,140","36,690","47,800","69,330",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9020,Farm and Home Management Educators,broad,"10,260",5.1,,,,,29.07,"60,470",1.5,17.68,22.12,27.94,33.23,40.98,"36,780","46,010","58,120","69,110","85,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9021,Farm and Home Management Educators,detailed,"10,260",5.1,,,,,29.07,"60,470",1.5,17.68,22.12,27.94,33.23,40.98,"36,780","46,010","58,120","69,110","85,230",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9030,Instructional Coordinators,broad,"210,850",1.0,,,,,37.31,"77,600",0.6,22.39,28.43,35.92,45.57,55.49,"46,560","59,120","74,720","94,780","115,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9031,Instructional Coordinators,detailed,"210,850",1.0,,,,,37.31,"77,600",0.6,22.39,28.43,35.92,45.57,55.49,"46,560","59,120","74,720","94,780","115,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9040,Teaching Assistants,broad,"1,530,310",0.5,,,,,*,"37,140",0.5,*,*,*,*,*,"23,900","29,330","35,550","43,850","50,180",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9044,"Teaching Assistants, Postsecondary",detailed,"155,010",0.4,,,,,*,"47,560",0.5,*,*,*,*,*,"28,020","32,640","44,930","60,410","73,560",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9045,"Teaching Assistants, Except Postsecondary",detailed,"1,375,300",0.5,,,,,*,"35,960",0.5,*,*,*,*,*,"23,710","29,120","35,240","40,400","48,140",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9090,Miscellaneous Educational Instruction and Library Workers,broad,"114,640",1.1,,,,,26.78,"55,700",0.9,11.62,16.00,23.27,33.08,45.82,"24,160","33,280","48,400","68,800","95,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,25-9099,"Educational Instruction and Library Workers, All Other",detailed,"114,640",1.1,,,,,26.78,"55,700",0.9,11.62,16.00,23.27,33.08,45.82,"24,160","33,280","48,400","68,800","95,310",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,"2,098,690",0.5,,,,,37.04,"77,040",0.8,15.64,19.85,28.91,42.48,62.07,"32,540","41,290","60,140","88,370","129,110",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1000,Art and Design Workers,minor,"681,550",0.9,,,,,32.56,"67,730",1.3,15.40,18.24,25.57,38.00,56.50,"32,030","37,950","53,180","79,040","117,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1010,Artists and Related Workers,broad,"93,390",2.2,,,,,53.25,"110,770",1.2,21.47,31.19,47.63,66.98,89.82,"44,670","64,880","99,060","139,330","186,820",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1011,Art Directors,detailed,"50,370",2.9,,,,,61.59,"128,100",1.2,29.35,38.53,53.38,77.14,101.64,"61,060","80,130","111,040","160,460","211,410",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1012,Craft Artists,detailed,"4,370",8.7,,,,,21.80,"45,340",2.8,10.88,15.07,18.50,25.04,31.66,"22,620","31,350","38,480","52,070","65,850",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",detailed,"10,000",7.7,,,,,36.76,"76,450",5.4,12.70,19.11,29.12,43.09,67.62,"26,420","39,740","60,560","89,630","140,660",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1014,Special Effects Artists and Animators,detailed,"21,280",7.2,,,,,52.94,"110,110",2.1,27.51,35.11,47.98,65.19,83.96,"57,220","73,030","99,800","135,600","174,630",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1019,"Artists and Related Workers, All Other",detailed,"7,370",7.9,,,,,38.22,"79,490",3.3,16.21,21.52,34.98,54.05,64.03,"33,720","44,760","72,760","112,420","133,180",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1020,Designers,broad,"588,160",1.0,,,,,29.28,"60,890",1.6,15.17,17.84,23.57,35.14,47.79,"31,550","37,110","49,020","73,080","99,390",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1021,Commercial and Industrial Designers,detailed,"30,250",2.6,,,,,42.31,"88,000",1.0,23.74,29.83,38.20,49.60,64.83,"49,390","62,040","79,450","103,170","134,840",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1022,Fashion Designers,detailed,"20,910",7.0,,,,,58.86,"122,430",13.2,17.29,25.83,38.79,51.92,81.55,"35,970","53,730","80,690","107,990","169,620",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1023,Floral Designers,detailed,"40,160",1.8,,,,,18.13,"37,700",0.8,13.10,14.52,17.37,20.87,23.41,"27,260","30,200","36,120","43,420","48,690",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1024,Graphic Designers,detailed,"214,260",1.8,,,,,32.98,"68,610",2.1,18.08,22.69,29.47,37.98,49.53,"37,600","47,200","61,300","79,000","103,030",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1025,Interior Designers,detailed,"69,580",2.4,,,,,34.34,"71,430",1.3,18.50,23.93,30.52,38.86,51.01,"38,480","49,770","63,490","80,830","106,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1026,Merchandise Displayers and Window Trimmers,detailed,"192,480",1.5,,,,,19.49,"40,540",0.6,14.45,16.15,17.96,21.52,25.86,"30,050","33,580","37,350","44,750","53,800",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1027,Set and Exhibit Designers,detailed,"10,850",5.8,,,,,37.71,"78,450",2.8,17.31,23.52,31.87,48.09,62.22,"35,990","48,920","66,280","100,020","129,420",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-1029,"Designers, All Other",detailed,"9,680",9.7,,,,,37.50,"78,000",2.8,17.56,22.52,31.84,45.83,63.44,"36,530","46,850","66,220","95,330","131,950",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2000,"Entertainers and Performers, Sports and Related Workers",minor,"550,830",1.6,,,,,41.21,"85,710",1.9,14.13,18.04,26.38,43.85,75.27,"29,390","37,510","54,870","91,210","156,550",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2010,"Actors, Producers, and Directors",broad,"184,070",1.6,,,,,52.72,"109,660",2.5,17.62,24.00,37.50,61.72,95.89,"36,650","49,920","78,000","128,380","199,460",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2011,Actors,detailed,"38,800",6.0,,,,,44.40,*,15.9,14.00,16.94,23.33,41.09,97.19,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2012,Producers and Directors,detailed,"145,270",1.6,,,,,54.94,"114,280",2.0,20.70,28.75,40.13,63.06,95.45,"43,060","59,810","83,480","131,160","198,530",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2020,"Athletes, Coaches, Umpires, and Related Workers",broad,"280,390",1.4,,,,,*,"68,880",2.8,*,*,*,*,*,"27,230","33,780","45,920","62,490","98,200",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2021,Athletes and Sports Competitors,detailed,"14,370",7.3,,,,,*,"259,750",12.9,*,*,*,*,*,"24,960","36,750","62,360","130,770",#,TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2022,Coaches and Scouts,detailed,"250,940",1.4,,,,,*,"58,910",0.9,*,*,*,*,*,"27,490","33,960","45,920","61,930","93,980",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2023,"Umpires, Referees, and Other Sports Officials",detailed,"15,080",5.6,,,,,*,"52,800",10.2,*,*,*,*,*,"25,070","30,920","38,820","53,560","93,180",TRUE,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2030,Dancers and Choreographers,broad,"12,490",7.6,,,,,30.16,"62,740",3.7,14.35,17.21,24.53,37.36,51.32,"29,850","35,790","51,020","77,700","106,740",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2031,Dancers,detailed,"9,060",9.6,,,,,30.30,*,4.9,13.96,16.83,23.97,37.43,53.66,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2032,Choreographers,detailed,"3,430",9.4,,,,,29.82,"62,020",3.3,15.91,19.04,26.73,34.23,45.24,"33,080","39,600","55,600","71,190","94,090",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2040,"Musicians, Singers, and Related Workers",broad,"50,680",14.5,,,,,51.57,*,6.9,18.00,24.99,38.76,59.99,100.11,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2041,Music Directors and Composers,detailed,"12,330",6.0,,,,,40.50,"84,230",3.3,16.82,22.75,30.61,46.44,75.49,"34,990","47,330","63,670","96,590","157,010",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2042,Musicians and Singers,detailed,"38,350",20.3,,,,,55.13,*,9.1,18.68,26.02,42.45,62.83,105.44,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2090,"Miscellaneous Entertainers and Performers, Sports and Related Workers",broad,"23,210",4.9,,,,,30.98,*,5.8,12.00,16.12,20.99,34.65,60.00,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2091,"Disc Jockeys, Except Radio",detailed,"8,170",10.0,,,,,33.25,*,11.6,10.65,15.13,20.59,38.69,95.50,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",detailed,"15,040",5.7,,,,,29.74,*,5.3,13.10,16.47,20.99,33.32,51.90,*,*,*,*,*,,TRUE
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3000,Media and Communication Workers,minor,"634,400",0.7,,,,,39.92,"83,030",0.9,18.19,24.08,33.80,47.18,62.79,"37,830","50,090","70,300","98,130","130,600",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3010,Broadcast Announcers and Radio Disc Jockeys,broad,"23,880",2.7,,,,,38.52,"80,110",2.0,12.50,16.00,21.96,34.65,63.36,"26,000","33,280","45,680","72,080","131,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3011,Broadcast Announcers and Radio Disc Jockeys,detailed,"23,880",2.7,,,,,38.52,"80,110",2.0,12.50,16.00,21.96,34.65,63.36,"26,000","33,280","45,680","72,080","131,780",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3020,"News Analysts, Reporters and Journalists",broad,"41,550",2.2,,,,,50.98,"106,030",1.9,16.63,19.43,28.98,46.86,78.09,"34,590","40,420","60,280","97,460","162,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3023,"News Analysts, Reporters, and Journalists",detailed,"41,550",2.2,,,,,50.98,"106,030",1.9,16.63,19.43,28.98,46.86,78.09,"34,590","40,420","60,280","97,460","162,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3030,Public Relations Specialists,broad,"280,590",0.8,,,,,38.61,"80,310",0.9,19.59,24.99,33.55,46.13,62.25,"40,750","51,970","69,780","95,940","129,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3031,Public Relations Specialists,detailed,"280,590",0.8,,,,,38.61,"80,310",0.9,19.59,24.99,33.55,46.13,62.25,"40,750","51,970","69,780","95,940","129,480",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3040,Writers and Editors,broad,"198,810",2.1,,,,,42.10,"87,570",2.0,19.87,27.60,37.55,48.61,64.98,"41,320","57,400","78,100","101,120","135,160",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3041,Editors,detailed,"95,480",2.1,,,,,41.20,"85,700",1.1,17.40,24.14,36.18,48.66,67.71,"36,200","50,210","75,260","101,210","140,840",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3042,Technical Writers,detailed,"55,530",2.2,,,,,44.39,"92,330",0.9,26.16,33.00,44.07,49.40,62.71,"54,400","68,640","91,670","102,740","130,430",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3043,Writers and Authors,detailed,"47,800",5.3,,,,,41.24,"85,780",7.7,19.75,25.43,34.75,47.27,64.27,"41,080","52,890","72,270","98,320","133,680",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3090,Miscellaneous Media and Communication Workers,broad,"89,580",2.8,,,,,34.40,"71,560",1.1,17.60,22.57,30.05,42.07,55.28,"36,610","46,950","62,500","87,500","114,990",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3091,Interpreters and Translators,detailed,"53,360",3.1,,,,,31.22,"64,950",1.6,17.13,21.64,28.58,38.47,47.99,"35,630","45,020","59,440","80,020","99,830",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3092,Court Reporters and Simultaneous Captioners,detailed,"12,630",3.1,,,,,35.88,"74,630",1.3,18.80,24.14,32.36,44.57,61.07,"39,100","50,210","67,310","92,710","127,020",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-3099,"Media and Communication Workers, All Other",detailed,"23,590",7.7,,,,,40.81,"84,870",2.3,18.52,25.33,34.51,47.85,71.19,"38,530","52,690","71,770","99,520","148,070",,
99,U.S.,1,US,000000,Cross-industry,cross-industry,1235,27-4000,Media and Communication Equipment Workers,minor,"231,910",1.6,,,,,32.41,"67,410",0.9,15.94,19.47,27.15,39.12,56.49,"33,160","40,500","56,480","81,380","117,490",,
